Temps (s) - Tc : consigne T (mm)	R (mm) - Tc : consigne T (mm)	Temps (s) - T : position T (mm)	R (mm) - T : position T (mm)	Temps (s) - e1T : écart 1 T (mm)	R (mm) - e1T : écart 1 T (mm)	Temps (s) - e2T : écart 2 T (mm)	R (mm) - e2T : écart 2 T (mm)	Temps (s) - e3T : écart 3 T (V)	R (mm) - e3T : écart 3 T (V)	Temps (s) - uT : tension moteur T (V)	R (mm) - uT : tension moteur T (V)	Temps (s) - iT : intensité moteur T (A)	R (mm) - iT : intensité moteur T (A)	Temps (s) - Rc : consigne R (°)	R (mm) - Rc : consigne R (°)	Temps (s) - R : position R (°)	R (mm) - R : position R (°)	Temps (s) - e1R : écart 1 R (°)	R (mm) - e1R : écart 1 R (°)	Temps (s) - e2R : écart 2 R (°)	R (mm) - e2R : écart 2 R (°)	Temps (s) - e3R : écart 3 R (V)	R (mm) - e3R : écart 3 R (V)	Temps (s) - uR : tension moteur R (V)	R (mm) - uR : tension moteur R (V)	Temps (s) - iR : intensité moteur R (A)	R (mm) - iR : intensité moteur R (A)	Temps (s) - ar : accel radiale (g)       	R (mm) - ar : accel radiale (g)       	Temps (s) - at : accel tangentielle (g)  	R (mm) - at : accel tangentielle (g)  	Temps (s) - gz : gyro Z (°/s)	R (mm) - gz : gyro Z (°/s)	Temps (s) - formule 1	R (mm) - formule 1	Temps (s) - formule 2	R (mm) - formule 2	Temps (s) - Curseur	R (mm) - Curseur
1.551	279.515	1.551	279.161	1.551	0.354063	1.551	0.354063	1.551	0.446809					1.551	10.3035	1.551	9.90972	1.551	0.393825	1.551	0.393825	1.551	0.466964			1.686	0.00732422							1.551	0	1.551	0		
1.554	279.515	1.554	279.161	1.554	0.354063	1.554	0.354063	1.554	0.441771					1.554	10.3035	1.554	9.90972	1.554	0.393825	1.554	0.393825	1.554	0.466964			1.689	0.00915527							1.554	0	1.554	0		
1.557	279.515	1.557	279.161	1.557	0.354063	1.557	0.354063	1.557	0.446809					1.557	10.3035	1.557	9.90972	1.557	0.393825	1.557	0.393825	1.557	0.466964			1.692	0.00915527							1.557	0	1.557	0		
1.56	279.515	1.56	279.161	1.56	0.354063	1.56	0.354063	1.56	0.446809					1.56	10.3035	1.56	9.90972	1.56	0.393825	1.56	0.393825	1.56	0.466964			1.695	0.00915527							1.56	0	1.56	0		
1.563	279.515	1.563	279.161	1.563	0.354063	1.563	0.354063	1.563	0.446809					1.563	10.3035	1.563	9.90972	1.563	0.393825	1.563	0.393825	1.563	0.466964			1.698	0.00915527							1.563	0	1.563	0		
1.566	279.515	1.566	279.161	1.566	0.354063	1.566	0.354063	1.566	0.446809					1.566	10.3035	1.566	9.90972	1.566	0.393825	1.566	0.393825	1.566	0.461926			1.701	0.00915527							1.566	0	1.566	0		
1.569	279.515	1.569	279.161	1.569	0.354063	1.569	0.354063	1.569	0.446809					1.569	10.3035	1.569	9.90972	1.569	0.393825	1.569	0.393825	1.569	0.466964			1.704	0.0109863							1.569	0	1.569	0		
1.572	279.515	1.572	279.161	1.572	0.354063	1.572	0.354063	1.572	0.446809					1.572	10.3035	1.572	9.90972	1.572	0.393825	1.572	0.393825	1.572	0.466964			1.707	0.00915527							1.572	0	1.572	0		
1.575	279.515	1.575	279.161	1.575	0.354063	1.575	0.354063	1.575	0.441771					1.575	10.3035	1.575	9.90972	1.575	0.393825	1.575	0.393825	1.575	0.461926			1.71	0.00915527							1.575	0	1.575	0		
1.578	279.515	1.578	279.161	1.578	0.354063	1.578	0.354063	1.578	0.441771					1.578	10.3035	1.578	9.90972	1.578	0.393825	1.578	0.393825	1.578	0.466964			1.713	0.00915527							1.578	0	1.578	0		
1.581	279.515	1.581	279.161	1.581	0.354063	1.581	0.354063	1.581	0.451848					1.581	10.3035	1.581	9.90972	1.581	0.393825	1.581	0.393825	1.581	0.466964			1.716	0.00732422							1.581	0	1.581	0		
1.584	279.515	1.584	279.161	1.584	0.354063	1.584	0.354063	1.584	0.441771					1.584	10.3035	1.584	9.90972	1.584	0.393825	1.584	0.393825	1.584	0.466964			1.719	0.00915527							1.584	0	1.584	0		
1.587	279.515	1.587	279.161	1.587	0.354063	1.587	0.354063	1.587	0.446809					1.587	10.3035	1.587	9.90972	1.587	0.393825	1.587	0.393825	1.587	0.461926			1.722	0.00915527							1.587	0	1.587	0		
1.59	279.515	1.59	279.161	1.59	0.354063	1.59	0.354063	1.59	0.441771					1.59	10.3035	1.59	9.90972	1.59	0.393825	1.59	0.393825	1.59	0.466964			1.725	0.00915527							1.59	0	1.59	0		
1.593	279.515	1.593	279.161	1.593	0.354063	1.593	0.354063	1.593	0.446809					1.593	10.3035	1.593	9.90972	1.593	0.393825	1.593	0.393825	1.593	0.472003			1.728	0.0109863							1.593	0	1.593	0		
1.596	279.515	1.596	279.161	1.596	0.354063	1.596	0.354063	1.596	0.446809					1.596	10.3035	1.596	9.90972	1.596	0.393825	1.596	0.393825	1.596	0.472003			1.731	0.00915527							1.596	0	1.596	0		
1.599	279.515	1.599	279.161	1.599	0.354063	1.599	0.354063	1.599	0.441771					1.599	10.3035	1.599	9.90972	1.599	0.393825	1.599	0.393825	1.599	0.472003			1.734	0.00915527							1.599	0	1.599	0		
1.602	279.515	1.602	279.161	1.602	0.354063	1.602	0.354063	1.602	0.441771					1.602	10.3035	1.602	9.90972	1.602	0.393825	1.602	0.393825	1.602	0.461926			1.737	0.00915527							1.602	0	1.602	0		
1.605	279.515	1.605	279.161	1.605	0.354063	1.605	0.354063	1.605	0.441771					1.605	10.3035	1.605	9.90972	1.605	0.393825	1.605	0.393825	1.605	0.472003			1.74	0.0109863							1.605	0	1.605	0		
1.608	279.515	1.608	279.161	1.608	0.354063	1.608	0.354063	1.608	0.441771					1.608	10.3035	1.608	9.90972	1.608	0.393825	1.608	0.393825	1.608	0.472003			1.743	0.00732422							1.608	0	1.608	0		
1.611	279.515	1.611	279.161	1.611	0.354063	1.611	0.354063	1.611	0.446809					1.611	10.3035	1.611	9.90972	1.611	0.393825	1.611	0.393825	1.611	0.466964			1.746	0.00915527							1.611	0	1.611	0		
1.614	279.515	1.614	279.161	1.614	0.354063	1.614	0.354063	1.614	0.441771					1.614	10.3035	1.614	9.90972	1.614	0.393825	1.614	0.393825	1.614	0.466964			1.749	0.00732422							1.614	0	1.614	0		
1.617	279.515	1.617	279.161	1.617	0.354063	1.617	0.354063	1.617	0.441771					1.617	10.3035	1.617	9.90972	1.617	0.393825	1.617	0.393825	1.617	0.472003			1.752	0.00732422							1.617	0	1.617	0		
1.62	279.515	1.62	279.161	1.62	0.354063	1.62	0.354063	1.62	0.441771					1.62	10.3035	1.62	9.90972	1.62	0.393825	1.62	0.393825	1.62	0.472003			1.755	0.00732422							1.62	0	1.62	0		
1.623	279.515	1.623	279.161	1.623	0.354063	1.623	0.354063	1.623	0.441771					1.623	10.3035	1.623	9.90972	1.623	0.393825	1.623	0.393825	1.623	0.456887			1.758	0.00915527							1.623	0	1.623	0		
1.626	279.515	1.626	279.161	1.626	0.354063	1.626	0.354063	1.626	0.441771					1.626	10.3035	1.626	9.90972	1.626	0.393825	1.626	0.393825	1.626	0.472003			1.761	0.00732422							1.626	0	1.626	0		
1.629	279.515	1.629	279.161	1.629	0.354063	1.629	0.354063	1.629	0.446809					1.629	10.3035	1.629	9.90972	1.629	0.393825	1.629	0.393825	1.629	0.466964			1.764	0.0109863							1.629	0	1.629	0		
1.632	279.515	1.632	279.161	1.632	0.354063	1.632	0.354063	1.632	0.451848					1.632	10.3035	1.632	9.90972	1.632	0.393825	1.632	0.393825	1.632	0.466964			1.767	0.00732422							1.632	0	1.632	0		
1.635	279.515	1.635	279.161	1.635	0.354063	1.635	0.354063	1.635	0.451848					1.635	10.3035	1.635	9.90972	1.635	0.393825	1.635	0.393825	1.635	0.466964			1.77	0.00732422							1.635	0	1.635	0		
1.638	279.515	1.638	279.161	1.638	0.354063	1.638	0.354063	1.638	0.446809					1.638	10.3035	1.638	9.90972	1.638	0.393825	1.638	0.393825	1.638	0.466964			1.773	0.00732422							1.638	0	1.638	0		
1.641	279.515	1.641	279.161	1.641	0.354063	1.641	0.354063	1.641	0.451848					1.641	10.3035	1.641	9.90972	1.641	0.393825	1.641	0.393825	1.641	0.466964			1.776	0.00915527							1.641	0	1.641	0		
1.644	279.515	1.644	279.161	1.644	0.354063	1.644	0.354063	1.644	0.441771					1.644	10.3035	1.644	9.90972	1.644	0.393825	1.644	0.393825	1.644	0.466964			1.779	0.00915527							1.644	0	1.644	0		
1.647	279.515	1.647	279.161	1.647	0.354063	1.647	0.354063	1.647	0.446809					1.647	10.3035	1.647	9.90972	1.647	0.393825	1.647	0.393825	1.647	0.466964			1.782	0.00915527							1.647	0	1.647	0		
1.65	279.515	1.65	279.161	1.65	0.354063	1.65	0.354063	1.65	0.446809					1.65	10.3035	1.65	9.90972	1.65	0.393825	1.65	0.393825	1.65	0.466964			1.785	0.00915527							1.65	0	1.65	0		
1.653	279.515	1.653	279.161	1.653	0.354063	1.653	0.354063	1.653	0.441771					1.653	10.3035	1.653	9.90972	1.653	0.393825	1.653	0.393825	1.653	0.466964			1.788	0.00915527							1.653	0	1.653	0		
1.656	279.515	1.656	279.161	1.656	0.354063	1.656	0.354063	1.656	0.446809					1.656	10.3035	1.656	9.90972	1.656	0.393825	1.656	0.393825	1.656	0.466964			1.791	0.00915527							1.656	0	1.656	0		
1.659	279.515	1.659	279.161	1.659	0.354063	1.659	0.354063	1.659	0.436732					1.659	10.3035	1.659	9.90972	1.659	0.393825	1.659	0.393825	1.659	0.466964			1.794	0.00915527							1.659	0	1.659	0		
1.662	279.515	1.662	279.161	1.662	0.354063	1.662	0.354063	1.662	0.441771					1.662	10.3035	1.662	9.90972	1.662	0.393825	1.662	0.393825	1.662	0.472003			1.797	0.00915527							1.662	0	1.662	0		
1.665	279.515	1.665	279.161	1.665	0.354063	1.665	0.354063	1.665	0.441771					1.665	10.3035	1.665	9.90972	1.665	0.393825	1.665	0.393825	1.665	0.466964			1.8	0.00915527							1.665	0	1.665	0		
1.668	279.515	1.668	279.161	1.668	0.354063	1.668	0.354063	1.668	0.451848					1.668	10.3035	1.668	9.90972	1.668	0.393825	1.668	0.393825	1.668	0.461926			1.803	0.00915527							1.668	0	1.668	0		
1.671	279.515	1.671	279.161	1.671	0.354063	1.671	0.354063	1.671	0.441771					1.671	10.3035	1.671	9.90972	1.671	0.393825	1.671	0.393825	1.671	0.461926			1.806	0.0128174							1.671	0	1.671	0		
1.674	279.515	1.674	279.161	1.674	0.354063	1.674	0.354063	1.674	0.446809					1.674	10.3035	1.674	9.90972	1.674	0.393825	1.674	0.393825	1.674	0.466964			1.809	0.00915527							1.674	0	1.674	0		
1.677	279.515	1.677	279.161	1.677	0.354063	1.677	0.354063	1.677	0.441771					1.677	10.3035	1.677	9.90972	1.677	0.393825	1.677	0.393825	1.677	0.472003			1.812	0.00915527							1.677	0	1.677	0		
1.68	279.515	1.68	279.161	1.68	0.354063	1.68	0.354063	1.68	0.441771					1.68	10.3035	1.68	9.90972	1.68	0.393825	1.68	0.393825	1.68	0.466964			1.815	0.00915527							1.68	0	1.68	0		
1.683	279.515	1.683	279.161	1.683	0.354063	1.683	0.354063	1.683	0.441771					1.683	10.3035	1.683	9.90972	1.683	0.393825	1.683	0.393825	1.683	0.466964			1.818	0.00732422							1.683	0	1.683	0		
1.686	279.515	1.686	279.161	1.686	0.354063	1.686	0.354063	1.686	0.446809					1.686	10.3035	1.686	9.90972	1.686	0.393825	1.686	0.393825	1.686	0.466964			1.821	0.00915527							1.686	0	1.686	0		
1.689	279.515	1.689	279.161	1.689	0.354063	1.689	0.354063	1.689	0.436732					1.689	10.3035	1.689	9.90972	1.689	0.393825	1.689	0.393825	1.689	0.466964			1.824	0.0128174							1.689	0	1.689	0		
1.692	279.515	1.692	279.161	1.692	0.354063	1.692	0.354063	1.692	0.441771					1.692	10.3035	1.692	9.90972	1.692	0.393825	1.692	0.393825	1.692	0.472003			1.827	0.00732422							1.692	0	1.692	0		
1.695	279.515	1.695	279.161	1.695	0.354063	1.695	0.354063	1.695	0.441771					1.695	10.3035	1.695	9.90972	1.695	0.393825	1.695	0.393825	1.695	0.466964			1.83	0.00732422							1.695	0	1.695	0		
1.698	279.515	1.698	279.161	1.698	0.354063	1.698	0.354063	1.698	0.441771					1.698	10.3035	1.698	9.90972	1.698	0.393825	1.698	0.393825	1.698	0.466964			1.833	0.0109863							1.698	0	1.698	0		
1.701	279.515	1.701	279.161	1.701	0.354063	1.701	0.354063	1.701	0.446809					1.701	10.3035	1.701	9.90972	1.701	0.393825	1.701	0.393825	1.701	0.466964			1.836	0.0109863							1.701	0	1.701	0		
1.704	279.515	1.704	279.161	1.704	0.354063	1.704	0.354063	1.704	0.446809					1.704	10.3035	1.704	9.90972	1.704	0.393825	1.704	0.393825	1.704	0.461926			1.839	0.00915527							1.704	0	1.704	0		
1.707	279.515	1.707	279.161	1.707	0.354063	1.707	0.354063	1.707	0.446809					1.707	10.3035	1.707	9.90972	1.707	0.393825	1.707	0.393825	1.707	0.466964			1.842	0.0109863							1.707	0	1.707	0		
1.71	279.515	1.71	279.161	1.71	0.354063	1.71	0.354063	1.71	0.451848					1.71	10.3035	1.71	9.90972	1.71	0.393825	1.71	0.393825	1.71	0.472003			1.845	0.00915527							1.71	0	1.71	0		
1.713	279.515	1.713	279.161	1.713	0.354063	1.713	0.354063	1.713	0.441771					1.713	10.3035	1.713	9.90972	1.713	0.393825	1.713	0.393825	1.713	0.466964			1.848	0.00732422							1.713	0	1.713	0		
1.716	279.515	1.716	279.161	1.716	0.354063	1.716	0.354063	1.716	0.441771					1.716	10.3035	1.716	9.90972	1.716	0.393825	1.716	0.393825	1.716	0.472003			1.851	0.00732422							1.716	0	1.716	0		
1.719	279.515	1.719	279.161	1.719	0.354063	1.719	0.354063	1.719	0.446809					1.719	10.3035	1.719	9.90972	1.719	0.393825	1.719	0.393825	1.719	0.461926			1.854	0.00732422							1.719	0	1.719	0		
1.722	279.515	1.722	279.161	1.722	0.354063	1.722	0.354063	1.722	0.446809					1.722	10.3035	1.722	9.90972	1.722	0.393825	1.722	0.393825	1.722	0.472003			1.857	0.00732422							1.722	0	1.722	0		
1.725	279.515	1.725	279.161	1.725	0.354063	1.725	0.354063	1.725	0.441771					1.725	10.3035	1.725	9.90972	1.725	0.393825	1.725	0.393825	1.725	0.466964			1.86	0.00549316							1.725	0	1.725	0		
1.728	279.515	1.728	279.161	1.728	0.354063	1.728	0.354063	1.728	0.441771					1.728	10.3035	1.728	9.90972	1.728	0.393825	1.728	0.393825	1.728	0.466964			1.863	0.0109863							1.728	0	1.728	0		
1.731	279.515	1.731	279.161	1.731	0.354063	1.731	0.354063	1.731	0.451848					1.731	10.3035	1.731	9.90972	1.731	0.393825	1.731	0.393825	1.731	0.472003			1.866	0.00915527							1.731	0	1.731	0		
1.734	279.515	1.734	279.161	1.734	0.354063	1.734	0.354063	1.734	0.446809					1.734	10.3035	1.734	9.90972	1.734	0.393825	1.734	0.393825	1.734	0.466964			1.869	0.00915527							1.734	0	1.734	0		
1.737	279.515	1.737	279.161	1.737	0.354063	1.737	0.354063	1.737	0.441771					1.737	10.3035	1.737	9.90972	1.737	0.393825	1.737	0.393825	1.737	0.466964			1.872	0.00732422							1.737	0	1.737	0		
1.74	279.515	1.74	279.161	1.74	0.354063	1.74	0.354063	1.74	0.446809					1.74	10.3035	1.74	9.90972	1.74	0.393825	1.74	0.393825	1.74	0.466964			1.875	0.00732422							1.74	0	1.74	0		
1.743	279.515	1.743	279.161	1.743	0.354063	1.743	0.354063	1.743	0.446809					1.743	10.3035	1.743	9.90972	1.743	0.393825	1.743	0.393825	1.743	0.466964			1.878	0.00915527							1.743	0	1.743	0		
1.746	279.515	1.746	279.161	1.746	0.354063	1.746	0.354063	1.746	0.446809					1.746	10.3035	1.746	9.90972	1.746	0.393825	1.746	0.393825	1.746	0.461926			1.881	0.00915527							1.746	0	1.746	0		
1.749	279.515	1.749	279.161	1.749	0.354063	1.749	0.354063	1.749	0.436732					1.749	10.3035	1.749	9.90972	1.749	0.393825	1.749	0.393825	1.749	0.466964			1.884	0.00915527							1.749	0	1.749	0		
1.752	279.515	1.752	279.161	1.752	0.354063	1.752	0.354063	1.752	0.446809					1.752	10.3035	1.752	9.90972	1.752	0.393825	1.752	0.393825	1.752	0.466964			1.887	0.00915527							1.752	0	1.752	0		
1.755	279.515	1.755	279.161	1.755	0.354063	1.755	0.354063	1.755	0.446809					1.755	10.3035	1.755	9.90972	1.755	0.393825	1.755	0.393825	1.755	0.461926			1.89	0.00915527							1.755	0	1.755	0		
1.758	279.515	1.758	279.161	1.758	0.354063	1.758	0.354063	1.758	0.446809					1.758	10.3035	1.758	9.90972	1.758	0.393825	1.758	0.393825	1.758	0.466964			1.893	0.00732422							1.758	0	1.758	0		
1.761	279.515	1.761	279.161	1.761	0.354063	1.761	0.354063	1.761	0.441771					1.761	10.3035	1.761	9.90972	1.761	0.393825	1.761	0.393825	1.761	0.472003			1.896	0.00915527							1.761	0	1.761	0		
1.764	279.515	1.764	279.161	1.764	0.354063	1.764	0.354063	1.764	0.441771					1.764	10.3035	1.764	9.90972	1.764	0.393825	1.764	0.393825	1.764	0.466964			1.899	0.0109863							1.764	0	1.764	0		
1.767	279.515	1.767	279.161	1.767	0.354063	1.767	0.354063	1.767	0.446809					1.767	10.3035	1.767	9.90972	1.767	0.393825	1.767	0.393825	1.767	0.466964			1.902	0.0128174							1.767	0	1.767	0		
1.77	279.515	1.77	279.161	1.77	0.354063	1.77	0.354063	1.77	0.441771					1.77	10.3035	1.77	9.90972	1.77	0.393825	1.77	0.393825	1.77	0.472003			1.905	0.00915527							1.77	0	1.77	0		
1.773	279.515	1.773	279.161	1.773	0.354063	1.773	0.354063	1.773	0.441771					1.773	10.3035	1.773	9.90972	1.773	0.393825	1.773	0.393825	1.773	0.466964			1.908	0.00732422							1.773	0	1.773	0		
1.776	279.515	1.776	279.161	1.776	0.354063	1.776	0.354063	1.776	0.441771					1.776	10.3035	1.776	9.90972	1.776	0.393825	1.776	0.393825	1.776	0.472003			1.911	0.00732422							1.776	0	1.776	0		
1.779	279.515	1.779	279.161	1.779	0.354063	1.779	0.354063	1.779	0.446809					1.779	10.3035	1.779	9.90972	1.779	0.393825	1.779	0.393825	1.779	0.461926			1.914	0.00732422							1.779	0	1.779	0		
1.782	279.515	1.782	279.161	1.782	0.354063	1.782	0.354063	1.782	0.441771					1.782	10.3035	1.782	9.90972	1.782	0.393825	1.782	0.393825	1.782	0.466964			1.917	0.00732422							1.782	0	1.782	0		
1.785	279.515	1.785	279.161	1.785	0.354063	1.785	0.354063	1.785	0.446809					1.785	10.3035	1.785	9.90972	1.785	0.393825	1.785	0.393825	1.785	0.461926			1.92	0.00915527							1.785	0	1.785	0		
1.788	279.515	1.788	279.161	1.788	0.354063	1.788	0.354063	1.788	0.441771					1.788	10.3035	1.788	9.90972	1.788	0.393825	1.788	0.393825	1.788	0.466964			1.923	0.00915527							1.788	0	1.788	0		
1.791	279.515	1.791	279.161	1.791	0.354063	1.791	0.354063	1.791	0.441771					1.791	10.3035	1.791	9.90972	1.791	0.393825	1.791	0.393825	1.791	0.461926			1.926	0.00549316							1.791	0	1.791	0		
1.794	279.515	1.794	279.161	1.794	0.354063	1.794	0.354063	1.794	0.441771					1.794	10.3035	1.794	9.90972	1.794	0.393825	1.794	0.393825	1.794	0.466964			1.929	0.00732422							1.794	0	1.794	0		
1.797	279.515	1.797	279.161	1.797	0.354063	1.797	0.354063	1.797	0.441771					1.797	10.3035	1.797	9.90972	1.797	0.393825	1.797	0.393825	1.797	0.466964			1.932	0.00732422							1.797	0	1.797	0		
1.8	279.515	1.8	279.161	1.8	0.354063	1.8	0.354063	1.8	0.441771					1.8	10.3035	1.8	9.90972	1.8	0.393825	1.8	0.393825	1.8	0.466964			1.935	0.00915527							1.8	0	1.8	0		
1.803	279.515	1.803	279.161	1.803	0.354063	1.803	0.354063	1.803	0.441771					1.803	10.3035	1.803	9.90972	1.803	0.393825	1.803	0.393825	1.803	0.461926			1.938	0.00732422							1.803	0	1.803	0		
1.806	279.515	1.806	279.161	1.806	0.354063	1.806	0.354063	1.806	0.441771					1.806	10.3035	1.806	9.90972	1.806	0.393825	1.806	0.393825	1.806	0.466964			1.941	0.00915527							1.806	0	1.806	0		
1.809	279.515	1.809	279.161	1.809	0.354063	1.809	0.354063	1.809	0.441771					1.809	10.3035	1.809	9.90972	1.809	0.393825	1.809	0.393825	1.809	0.466964			1.944	0.00549316							1.809	0	1.809	0		
1.812	279.515	1.812	279.161	1.812	0.354063	1.812	0.354063	1.812	0.441771					1.812	10.3035	1.812	9.90972	1.812	0.393825	1.812	0.393825	1.812	0.466964			1.947	0.00732422							1.812	0	1.812	0		
1.815	279.515	1.815	279.161	1.815	0.354063	1.815	0.354063	1.815	0.441771					1.815	10.3035	1.815	9.90972	1.815	0.393825	1.815	0.393825	1.815	0.466964			1.95	0.00732422							1.815	0	1.815	0		
1.818	279.515	1.818	279.161	1.818	0.354063	1.818	0.354063	1.818	0.446809					1.818	10.3035	1.818	9.90972	1.818	0.393825	1.818	0.393825	1.818	0.466964			1.953	0.00732422							1.818	0	1.818	0		
1.821	279.515	1.821	279.161	1.821	0.354063	1.821	0.354063	1.821	0.441771					1.821	10.3035	1.821	9.90972	1.821	0.393825	1.821	0.393825	1.821	0.466964			1.956	0.00549316							1.821	0	1.821	0		
1.824	279.515	1.824	279.161	1.824	0.354063	1.824	0.354063	1.824	0.441771					1.824	10.3035	1.824	9.90972	1.824	0.393825	1.824	0.393825	1.824	0.472003			1.959	0.00915527							1.824	0	1.824	0		
1.827	279.515	1.827	279.161	1.827	0.354063	1.827	0.354063	1.827	0.446809					1.827	10.3035	1.827	9.90972	1.827	0.393825	1.827	0.393825	1.827	0.466964			1.962	0.00915527							1.827	0	1.827	0		
1.83	279.515	1.83	279.161	1.83	0.354063	1.83	0.354063	1.83	0.441771					1.83	10.3035	1.83	9.90972	1.83	0.393825	1.83	0.393825	1.83	0.466964			1.965	0.00915527							1.83	0	1.83	0		
1.833	279.515	1.833	279.161	1.833	0.354063	1.833	0.354063	1.833	0.446809					1.833	10.3035	1.833	9.90972	1.833	0.393825	1.833	0.393825	1.833	0.461926			1.968	0.0109863							1.833	0	1.833	0		
1.836	279.515	1.836	279.161	1.836	0.354063	1.836	0.354063	1.836	0.441771					1.836	10.3035	1.836	9.90972	1.836	0.393825	1.836	0.393825	1.836	0.461926			1.971	0.00915527							1.836	0	1.836	0		
1.839	279.515	1.839	279.161	1.839	0.354063	1.839	0.354063	1.839	0.446809					1.839	10.3035	1.839	9.90972	1.839	0.393825	1.839	0.393825	1.839	0.461926			1.974	0.00549316							1.839	0	1.839	0		
1.842	279.515	1.842	279.161	1.842	0.354063	1.842	0.354063	1.842	0.441771					1.842	10.3035	1.842	9.90972	1.842	0.393825	1.842	0.393825	1.842	0.472003			1.977	0.00915527							1.842	0	1.842	0		
1.845	279.515	1.845	279.161	1.845	0.354063	1.845	0.354063	1.845	0.441771					1.845	10.3035	1.845	9.90972	1.845	0.393825	1.845	0.393825	1.845	0.466964			1.98	0.0183105							1.845	0	1.845	0		
1.848	279.515	1.848	279.161	1.848	0.354063	1.848	0.354063	1.848	0.446809					1.848	10.3035	1.848	9.90972	1.848	0.393825	1.848	0.393825	1.848	0.466964			1.983	0.00549316							1.848	0	1.848	0		
1.851	279.515	1.851	279.161	1.851	0.354063	1.851	0.354063	1.851	0.446809					1.851	10.3035	1.851	9.90972	1.851	0.393825	1.851	0.393825	1.851	0.472003			1.986	0.00549316							1.851	0	1.851	0		
1.854	279.515	1.854	279.161	1.854	0.354063	1.854	0.354063	1.854	0.446809					1.854	10.3035	1.854	9.90972	1.854	0.393825	1.854	0.393825	1.854	0.466964			1.989	0.0128174							1.854	0	1.854	0		
1.857	279.515	1.857	279.161	1.857	0.354063	1.857	0.354063	1.857	0.441771					1.857	10.3035	1.857	9.90972	1.857	0.393825	1.857	0.393825	1.857	0.461926			1.992	0.0109863							1.857	0	1.857	0		
1.86	279.515	1.86	279.161	1.86	0.354063	1.86	0.354063	1.86	0.441771					1.86	10.3035	1.86	9.90972	1.86	0.393825	1.86	0.393825	1.86	0.466964			1.995	0.00549316							1.86	0	1.86	0		
1.863	279.515	1.863	279.161	1.863	0.354063	1.863	0.354063	1.863	0.441771					1.863	10.3035	1.863	9.90972	1.863	0.393825	1.863	0.393825	1.863	0.466964			1.998	0.00915527							1.863	0	1.863	0		
1.866	279.515	1.866	279.161	1.866	0.354063	1.866	0.354063	1.866	0.441771					1.866	10.3035	1.866	9.90972	1.866	0.393825	1.866	0.393825	1.866	0.466964			2.001	0.00732422							1.866	0	1.866	0		
1.869	279.515	1.869	279.161	1.869	0.354063	1.869	0.354063	1.869	0.446809					1.869	10.3035	1.869	9.90972	1.869	0.393825	1.869	0.393825	1.869	0.466964			2.004	0.00732422							1.869	0	1.869	0		
1.872	279.515	1.872	279.161	1.872	0.354063	1.872	0.354063	1.872	0.446809					1.872	10.3035	1.872	9.90972	1.872	0.393825	1.872	0.393825	1.872	0.466964			2.007	0.00732422							1.872	0	1.872	0		
1.875	279.515	1.875	279.161	1.875	0.354063	1.875	0.354063	1.875	0.446809					1.875	10.3035	1.875	9.90972	1.875	0.393825	1.875	0.393825	1.875	0.466964			2.01	0.00732422							1.875	0	1.875	0		
1.878	279.515	1.878	279.161	1.878	0.354063	1.878	0.354063	1.878	0.441771					1.878	10.3035	1.878	9.90972	1.878	0.393825	1.878	0.393825	1.878	0.472003			2.013	0.00732422							1.878	0	1.878	0		
1.881	279.515	1.881	279.161	1.881	0.354063	1.881	0.354063	1.881	0.446809					1.881	10.3035	1.881	9.90972	1.881	0.393825	1.881	0.393825	1.881	0.461926			2.016	0.00549316							1.881	0	1.881	0		
1.884	279.515	1.884	279.161	1.884	0.354063	1.884	0.354063	1.884	0.441771					1.884	10.3035	1.884	9.90972	1.884	0.393825	1.884	0.393825	1.884	0.472003			2.019	0.00549316							1.884	0	1.884	0		
1.887	279.515	1.887	279.161	1.887	0.354063	1.887	0.354063	1.887	0.441771					1.887	10.3035	1.887	9.90972	1.887	0.393825	1.887	0.393825	1.887	0.466964			2.022	0.00732422							1.887	0	1.887	0		
1.89	279.515	1.89	279.161	1.89	0.354063	1.89	0.354063	1.89	0.441771					1.89	10.3035	1.89	9.90972	1.89	0.393825	1.89	0.393825	1.89	0.466964			2.025	0.00549316							1.89	0	1.89	0		
1.893	279.515	1.893	279.161	1.893	0.354063	1.893	0.354063	1.893	0.441771					1.893	10.3035	1.893	9.90972	1.893	0.393825	1.893	0.393825	1.893	0.472003			2.028	0.00549316							1.893	0	1.893	0		
1.896	279.515	1.896	279.161	1.896	0.354063	1.896	0.354063	1.896	0.446809					1.896	10.3035	1.896	9.90972	1.896	0.393825	1.896	0.393825	1.896	0.466964			2.031	0.00732422							1.896	0	1.896	0		
1.899	279.515	1.899	279.161	1.899	0.354063	1.899	0.354063	1.899	0.441771					1.899	10.3035	1.899	9.90972	1.899	0.393825	1.899	0.393825	1.899	0.472003			2.034	0.00732422							1.899	0	1.899	0		
1.902	279.515	1.902	279.161	1.902	0.354063	1.902	0.354063	1.902	0.446809					1.902	10.3035	1.902	9.90972	1.902	0.393825	1.902	0.393825	1.902	0.466964			2.037	0.00549316							1.902	0	1.902	0		
1.905	279.515	1.905	279.161	1.905	0.354063	1.905	0.354063	1.905	0.441771					1.905	10.3035	1.905	9.90972	1.905	0.393825	1.905	0.393825	1.905	0.466964			2.04	0.00915527							1.905	0	1.905	0		
