Temps (s) - Tc : consigne T (mm)	R (mm) - Tc : consigne T (mm)	Temps (s) - T : position T (mm)	R (mm) - T : position T (mm)	Temps (s) - e1T : écart 1 T (mm)	R (mm) - e1T : écart 1 T (mm)	Temps (s) - e2T : écart 2 T (mm)	R (mm) - e2T : écart 2 T (mm)	Temps (s) - e3T : écart 3 T (V)	R (mm) - e3T : écart 3 T (V)	Temps (s) - uT : tension moteur T (V)	R (mm) - uT : tension moteur T (V)	Temps (s) - iT : intensité moteur T (A)	R (mm) - iT : intensité moteur T (A)	Temps (s) - Rc : consigne R (°)	R (mm) - Rc : consigne R (°)	Temps (s) - R : position R (°)	R (mm) - R : position R (°)	Temps (s) - e1R : écart 1 R (°)	R (mm) - e1R : écart 1 R (°)	Temps (s) - e2R : écart 2 R (°)	R (mm) - e2R : écart 2 R (°)	Temps (s) - e3R : écart 3 R (V)	R (mm) - e3R : écart 3 R (V)	Temps (s) - uR : tension moteur R (V)	R (mm) - uR : tension moteur R (V)	Temps (s) - iR : intensité moteur R (A)	R (mm) - iR : intensité moteur R (A)	Temps (s) - ar : accel radiale (g)       	R (mm) - ar : accel radiale (g)       	Temps (s) - at : accel tangentielle (g)  	R (mm) - at : accel tangentielle (g)  	Temps (s) - gz : gyro Z (°/s)	R (mm) - gz : gyro Z (°/s)	Temps (s) - formule 1	R (mm) - formule 1	Temps (s) - formule 2	R (mm) - formule 2	Temps (s) - Curseur	R (mm) - Curseur
0.579	209.615	0.579	204.111	0.579	5.50354	0.579	5.50354	0.579	5.6014	0.597	8.9143	0.594	0.234375	0.579	10.3035	0.579	9.90972	0.579	0.393825	0.579	0.393825	0.579	0.461926			0.714	0.0109863	1.185	0.0065918					0.579	0	0.579	0		
0.582	210.065	0.582	204.566	0.582	5.49852	0.582	5.49852	0.582	5.58628	0.6	8.9143	0.597	0.22522	0.582	10.3035	0.582	9.90972	0.582	0.393825	0.582	0.393825	0.582	0.472003			0.717	0.00732422	1.2	0.017334					0.582	0	0.582	0		
0.585	210.515	0.585	205.014	0.585	5.50127	0.585	5.50127	0.585	5.58628	0.603	8.92855	0.6	0.22522	0.585	10.3035	0.585	9.90972	0.585	0.393825	0.585	0.393825	0.585	0.466964			0.72	0.00732422	1.203	0.0172119					0.585	0	0.585	0		
0.588	210.965	0.588	205.467	0.588	5.49836	0.588	5.49836	0.588	5.59636	0.606	8.97132	0.603	0.250855	0.588	10.3035	0.588	9.90972	0.588	0.393825	0.588	0.393825	0.588	0.466964			0.723	0.00732422	1.206	0.0113525					0.588	0	0.588	0		
0.591	211.415	0.591	205.915	0.591	5.5004	0.591	5.5004	0.591	5.58628	0.609	8.87153	0.606	0.219727	0.591	10.3035	0.591	9.90972	0.591	0.393825	0.591	0.393825	0.591	0.472003			0.726	0.00915527	1.209	0.00683594					0.591	0	0.591	0		
0.594	211.865	0.594	206.372	0.594	5.49255	0.594	5.49255	0.594	5.5762	0.612	8.92855	0.609	0.192261	0.594	10.3035	0.594	9.90972	0.594	0.393825	0.594	0.393825	0.594	0.472003			0.729	0.00732422	1.224	0.00769043					0.594	0	0.594	0		
0.597	212.315	0.597	206.818	0.597	5.49671	0.597	5.49671	0.597	5.58628	0.615	8.87153	0.612	0.247192	0.597	10.3035	0.597	9.90972	0.597	0.393825	0.597	0.393825	0.597	0.466964			0.732	0.00915527	1.263	0.000488281					0.597	0	0.597	0		
0.6	212.765	0.6	207.261	0.6	5.5044	0.6	5.5044	0.6	5.58628	0.618	8.97132	0.615	0.272827	0.6	10.3035	0.6	9.90972	0.6	0.393825	0.6	0.393825	0.6	0.466964			0.735	0.00915527	1.269	0.00317383					0.6	0	0.6	0		
0.603	213.215	0.603	207.708	0.603	5.50715	0.603	5.50715	0.603	5.59636	0.621	8.95706	0.618	0.194092	0.603	10.3035	0.603	9.90972	0.603	0.393825	0.603	0.393825	0.603	0.466964			0.738	0.00915527	1.296	0.00109863					0.603	0	0.603	0		
0.606	213.665	0.606	208.158	0.606	5.50707	0.606	5.50707	0.606	5.59132	0.624	8.84302	0.621	0.214233	0.606	10.3035	0.606	9.90972	0.606	0.393825	0.606	0.393825	0.606	0.472003			0.741	0.00732422	1.299	0.0012207					0.606	0	0.606	0		
0.609	214.115	0.609	208.609	0.609	5.50558	0.609	5.50558	0.609	5.59636	0.627	8.92855	0.624	0.26001	0.609	10.3035	0.609	9.90972	0.609	0.393825	0.609	0.393825	0.609	0.472003			0.744	0.0109863	1.302	0.00146484					0.609	0	0.609	0		
0.612	214.565	0.612	209.067	0.612	5.49843	0.612	5.49843	0.612	5.59132	0.63	8.9143	0.627	0.179443	0.612	10.3035	0.612	9.90972	0.612	0.393825	0.612	0.393825	0.612	0.472003			0.747	0.0109863	1.305	0.00610352					0.612	0	0.612	0		
0.615	215.015	0.615	209.507	0.615	5.50754	0.615	5.50754	0.615	5.58124	0.633	8.94281	0.63	0.212402	0.615	10.3035	0.615	9.90972	0.615	0.393825	0.615	0.393825	0.615	0.472003			0.75	0.00915527	1.308	0.00512695					0.615	0	0.615	0		
0.618	215.465	0.618	209.961	0.618	5.50393	0.618	5.50393	0.618	5.59636	0.636	8.84302	0.633	0.221558	0.618	10.3035	0.618	9.90972	0.618	0.393825	0.618	0.393825	0.618	0.466964			0.753	0.00732422	1.311	0.00708008					0.618	0	0.618	0		
0.621	215.915	0.621	210.41	0.621	5.50455	0.621	5.50455	0.621	5.58628	0.639	8.94281	0.636	0.199585	0.621	10.3035	0.621	9.90972	0.621	0.393825	0.621	0.393825	0.621	0.472003			0.756	0.00915527	1.314	0.00646973					0.621	0	0.621	0		
0.624	216.365	0.624	210.865	0.624	5.49953	0.624	5.49953	0.624	5.58628	0.642	8.81451	0.639	0.227051	0.624	10.3035	0.624	9.90972	0.624	0.393825	0.624	0.393825	0.624	0.472003			0.759	0.0109863	1.317	0.00170898					0.624	0	0.624	0		
0.627	216.815	0.627	211.318	0.627	5.49662	0.627	5.49662	0.627	5.58628	0.645	8.9143	0.642	0.256348	0.627	10.3035	0.627	9.90972	0.627	0.393825	0.627	0.393825	0.627	0.472003			0.762	0.00732422	1.332	0.00610352					0.627	0	0.627	0		
0.63	217.265	0.63	211.767	0.63	5.49796	0.63	5.49796	0.63	5.58628	0.648	8.87153	0.645	0.219727	0.63	10.3035	0.63	9.90972	0.63	0.393825	0.63	0.393825	0.63	0.472003			0.765	0.00915527	1.335	0.00842285					0.63	0	0.63	0		
0.633	217.715	0.633	212.216	0.633	5.49858	0.633	5.49858	0.633	5.58628	0.651	8.85728	0.648	0.194092	0.633	10.3035	0.633	9.90972	0.633	0.393825	0.633	0.393825	0.633	0.466964			0.768	0.0109863	1.341	0.000976562					0.633	0	0.633	0		
0.636	218.165	0.636	212.673	0.636	5.49215	0.636	5.49215	0.636	5.58628	0.654	8.85728	0.651	0.234375	0.636	10.3035	0.636	9.90972	0.636	0.393825	0.636	0.393825	0.636	0.472003			0.771	0.00915527	1.356	0.000854492					0.636	0	0.636	0		
0.639	218.615	0.639	213.119	0.639	5.4956	0.639	5.4956	0.639	5.59132	0.657	8.85728	0.654	0.221558	0.639	10.3035	0.639	9.90972	0.639	0.393825	0.639	0.393825	0.639	0.466964			0.774	0.00549316	1.359	0.00415039					0.639	0	0.639	0		
0.642	219.065	0.642	213.571	0.642	5.49411	0.642	5.49411	0.642	5.58124	0.66	8.92855	0.657	0.199585	0.642	10.3035	0.642	9.90972	0.642	0.393825	0.642	0.393825	0.642	0.472003			0.777	0.00732422	1.362	0.00500488					0.642	0	0.642	0		
0.645	219.515	0.645	214.015	0.645	5.50039	0.645	5.50039	0.645	5.58124	0.663	8.94281	0.66	0.221558	0.645	10.3035	0.645	9.90972	0.645	0.393825	0.645	0.393825	0.645	0.472003			0.78	0.00915527	1.398	0					0.645	0	0.645	0		
0.648	219.965	0.648	214.465	0.648	5.50031	0.648	5.50031	0.648	5.59132	0.666	8.88579	0.663	0.263672	0.648	10.3035	0.648	9.90972	0.648	0.393825	0.648	0.393825	0.648	0.466964			0.783	0.0109863	1.437	0.000610352					0.648	0	0.648	0		
0.651	220.415	0.651	214.916	0.651	5.49881	0.651	5.49881	0.651	5.58628	0.669	8.82877	0.666	0.192261	0.651	10.3035	0.651	9.90972	0.651	0.393825	0.651	0.393825	0.651	0.472003			0.786	0.0109863	1.443	0.00158691					0.651	0	0.651	0		
0.654	220.865	0.654	215.366	0.654	5.49874	0.654	5.49874	0.654	5.59132	0.672	8.92855	0.669	0.221558	0.654	10.3035	0.654	9.90972	0.654	0.393825	0.654	0.393825	0.654	0.466964			0.789	0.00915527	1.446	0.00146484					0.654	0	0.654	0		
0.657	221.315	0.657	215.818	0.657	5.49724	0.657	5.49724	0.657	5.58124	0.675	8.87153	0.672	0.269165	0.657	10.3035	0.657	9.90972	0.657	0.393825	0.657	0.393825	0.657	0.472003			0.792	0.00732422	1.452	0.000610352					0.657	0	0.657	0		
0.66	221.765	0.66	216.264	0.66	5.5014	0.66	5.5014	0.66	5.58628	0.678	8.84302	0.675	0.186768	0.66	10.3035	0.66	9.90972	0.66	0.393825	0.66	0.393825	0.66	0.472003			0.795	0.00915527	1.458	0.00109863					0.66	0	0.66	0		
0.663	222.215	0.663	216.714	0.663	5.50062	0.663	5.50062	0.663	5.59132	0.681	8.9143	0.678	0.210571	0.663	10.3035	0.663	9.90972	0.663	0.393825	0.663	0.393825	0.663	0.477042			0.798	0.00915527	1.461	0.00354004					0.663	0	0.663	0		
0.666	222.665	0.666	217.169	0.666	5.49559	0.666	5.49559	0.666	5.59132	0.684	8.94281	0.681	0.234375	0.666	10.3035	0.666	9.90972	0.666	0.393825	0.666	0.393825	0.666	0.472003			0.801	0.0109863	1.464	0.0101318					0.666	0	0.666	0		
0.669	223.115	0.669	217.622	0.669	5.49269	0.669	5.49269	0.669	5.5762	0.687	8.90004	0.684	0.217896	0.669	10.3035	0.669	9.90972	0.669	0.393825	0.669	0.393825	0.669	0.477042			0.804	0.00732422	1.467	0.000976562					0.669	0	0.669	0		
0.672	223.565	0.672	218.074	0.672	5.49119	0.672	5.49119	0.672	5.58124	0.69	8.9143	0.687	0.212402	0.672	10.3035	0.672	9.90972	0.672	0.393825	0.672	0.393825	0.672	0.472003			0.807	0.0128174	1.473	0.000854492					0.672	0	0.672	0		
0.675	224.015	0.675	218.524	0.675	5.49112	0.675	5.49112	0.675	5.58124	0.693	8.85728	0.69	0.254517	0.675	10.3035	0.675	9.90972	0.675	0.393825	0.675	0.393825	0.675	0.472003			0.81	0.0109863	1.485	0.000732422					0.675	0	0.675	0		
0.678	224.465	0.678	218.975	0.678	5.49033	0.678	5.49033	0.678	5.58124	0.696	8.88579	0.693	0.227051	0.678	10.3035	0.678	9.90972	0.678	0.393825	0.678	0.393825	0.678	0.466964			0.813	0.0109863	1.488	0.00256348					0.678	0	0.678	0		
0.681	224.915	0.681	219.423	0.681	5.49237	0.681	5.49237	0.681	5.5762	0.699	8.82877	0.696	0.205078	0.681	10.3035	0.681	9.90972	0.681	0.393825	0.681	0.393825	0.681	0.472003			0.816	0.00732422	1.491	0.00317383					0.681	0	0.681	0		
0.684	225.365	0.684	219.874	0.684	5.49088	0.684	5.49088	0.684	5.5762	0.702	8.9143	0.699	0.239868	0.684	10.3035	0.684	9.90972	0.684	0.393825	0.684	0.393825	0.684	0.472003			0.819	0.0109863	1.494	0.00402832					0.684	0	0.684	0		
0.687	225.815	0.687	220.319	0.687	5.49645	0.687	5.49645	0.687	5.58124	0.705	8.94281	0.702	0.272827	0.687	10.3035	0.687	9.90972	0.687	0.393825	0.687	0.393825	0.687	0.472003			0.822	0.00915527	1.497	0.000366211					0.687	0	0.687	0		
0.69	226.265	0.69	220.772	0.69	5.49284	0.69	5.49284	0.69	5.58124	0.708	8.87153	0.705	0.197754	0.69	10.3035	0.69	9.90972	0.69	0.393825	0.69	0.393825	0.69	0.472003			0.825	0.00549316	1.515	0.000732422					0.69	0	0.69	0		
0.693	226.715	0.693	221.215	0.693	5.49982	0.693	5.49982	0.693	5.58124	0.711	8.82877	0.708	0.241699	0.693	10.3035	0.693	9.90972	0.693	0.393825	0.693	0.393825	0.693	0.472003			0.828	0.00915527	1.548	0.000366211					0.693	0	0.693	0		
0.696	227.165	0.696	221.667	0.696	5.49833	0.696	5.49833	0.696	5.58124	0.714	8.88579	0.711	0.270996	0.696	10.3035	0.696	9.90972	0.696	0.393825	0.696	0.393825	0.696	0.472003			0.831	0.00915527	1.59	0.00256348					0.696	0	0.696	0		
0.699	227.615	0.699	222.113	0.699	5.50249	0.699	5.50249	0.699	5.59132	0.717	8.94281	0.714	0.212402	0.699	10.3035	0.699	9.90972	0.699	0.393825	0.699	0.393825	0.699	0.472003			0.834	0.00915527	1.599	0.00219727					0.699	0	0.699	0		
0.702	228.065	0.702	222.563	0.702	5.50241	0.702	5.50241	0.702	5.59132	0.72	8.95706	0.717	0.227051	0.702	10.3035	0.702	9.90972	0.702	0.393825	0.702	0.393825	0.702	0.472003			0.837	0.00915527	1.614	0.00170898					0.702	0	0.702	0		
0.705	228.515	0.705	223.011	0.705	5.50375	0.705	5.50375	0.705	5.58628	0.723	8.94281	0.72	0.270996	0.705	10.3035	0.705	9.90972	0.705	0.393825	0.705	0.393825	0.705	0.477042			0.84	0.00915527	1.617	0.00158691					0.705	0	0.705	0		
0.708	228.965	0.708	223.466	0.708	5.49943	0.708	5.49943	0.708	5.59132	0.726	8.90004	0.723	0.22522	0.708	10.3035	0.708	9.90972	0.708	0.393825	0.708	0.393825	0.708	0.477042			0.843	0.0109863	1.62	0.000976562					0.708	0	0.708	0		
0.711	229.415	0.711	223.909	0.711	5.50571	0.711	5.50571	0.711	5.58628	0.729	8.94281	0.726	0.24353	0.711	10.3035	0.711	9.90972	0.711	0.393825	0.711	0.393825	0.711	0.472003			0.846	0.00915527	1.623	0.000854492					0.711	0	0.711	0		
0.714	229.865	0.714	224.366	0.714	5.49856	0.714	5.49856	0.714	5.59636	0.732	8.97132	0.729	0.261841	0.714	10.3035	0.714	9.90972	0.714	0.393825	0.714	0.393825	0.714	0.477042			0.849	0.0109863	1.635	0.000854492					0.714	0	0.714	0		
0.717	230.315	0.717	224.812	0.717	5.50272	0.717	5.50272	0.717	5.59132	0.735	8.88579	0.732	0.223389	0.717	10.3035	0.717	9.90972	0.717	0.393825	0.717	0.393825	0.717	0.466964			0.852	0.00915527	1.641	0.00158691					0.717	0	0.717	0		
0.72	230.765	0.72	225.262	0.72	5.50264	0.72	5.50264	0.72	5.58628	0.738	8.94281	0.735	0.223389	0.72	10.3035	0.72	9.90972	0.72	0.393825	0.72	0.393825	0.72	0.466964			0.855	0.0109863	1.665	0.00012207					0.72	0	0.72	0		
0.723	231.215	0.723	225.712	0.723	5.50327	0.723	5.50327	0.723	5.59132	0.741	8.95706	0.738	0.258179	0.723	10.3035	0.723	9.90972	0.723	0.393825	0.723	0.393825	0.723	0.472003			0.858	0.0128174	1.668	0.000244141					0.723	0	0.723	0		
0.726	231.665	0.726	226.16	0.726	5.50461	0.726	5.50461	0.726	5.59636	0.744	8.99983	0.741	0.241699	0.726	10.3035	0.726	9.90972	0.726	0.393825	0.726	0.393825	0.726	0.472003			0.861	0.00915527	1.725	0.000976562					0.726	0	0.726	0		
0.729	232.115	0.729	226.606	0.729	5.50947	0.729	5.50947	0.729	5.59636	0.747	8.97132	0.744	0.205078	0.729	10.3035	0.729	9.90972	0.729	0.393825	0.729	0.393825	0.729	0.466964			0.864	0.0109863	1.728	0.000610352					0.729	0	0.729	0		
0.732	232.565	0.732	227.058	0.732	5.50657	0.732	5.50657	0.732	5.59132	0.75	8.94281	0.747	0.239868	0.732	10.3035	0.732	9.90972	0.732	0.393825	0.732	0.393825	0.732	0.472003			0.867	0.0109863	1.74	0.00134277					0.732	0	0.732	0		
0.735	233.015	0.735	227.503	0.735	5.51214	0.735	5.51214	0.735	5.59132	0.753	8.99983	0.75	0.270996	0.735	10.3035	0.735	9.90972	0.735	0.393825	0.735	0.393825	0.735	0.472003			0.87	0.00915527	1.77	0.000244141					0.735	0	0.735	0		
0.738	233.465	0.738	227.952	0.738	5.51347	0.738	5.51347	0.738	5.59636	0.756	8.95706	0.753	0.206909	0.738	10.3035	0.738	9.90972	0.738	0.393825	0.738	0.393825	0.738	0.472003			0.873	0.0109863	1.773	0.0045166					0.738	0	0.738	0		
0.741	233.915	0.741	228.397	0.741	5.51763	0.741	5.51763	0.741	5.6014	0.759	8.87153	0.756	0.24353	0.741	10.3035	0.741	9.90972	0.741	0.393825	0.741	0.393825	0.741	0.472003			0.876	0.00915527	1.782	0.00231934					0.741	0	0.741	0		
0.744	234.365	0.744	228.848	0.744	5.51685	0.744	5.51685	0.744	5.6014	0.762	8.90004	0.759	0.267334	0.744	10.3035	0.744	9.90972	0.744	0.393825	0.744	0.393825	0.744	0.472003			0.879	0.0128174	1.827	0.00158691					0.744	0	0.744	0		
0.747	234.815	0.747	229.302	0.747	5.51324	0.747	5.51324	0.747	5.61147	0.765	8.85728	0.762	0.206909	0.747	10.3035	0.747	9.90972	0.747	0.393825	0.747	0.393825	0.747	0.472003			0.882	0.00915527	1.839	0.000732422					0.747	0	0.747	0		
0.75	235.265	0.75	229.746	0.75	5.51881	0.75	5.51881	0.75	5.6014	0.768	8.90004	0.765	0.249023	0.75	10.3035	0.75	9.90972	0.75	0.393825	0.75	0.393825	0.75	0.472003			0.885	0.00915527	1.848	0.000366211					0.75	0	0.75	0		
0.753	235.715	0.753	230.198	0.753	5.51732	0.753	5.51732	0.753	5.60643	0.771	8.90004	0.768	0.265503	0.753	10.3035	0.753	9.90972	0.753	0.393825	0.753	0.393825	0.753	0.472003			0.888	0.00732422	1.863	0.000854492					0.753	0	0.753	0		
0.756	236.165	0.756	230.649	0.756	5.51582	0.756	5.51582	0.756	5.6014	0.774	8.98558	0.771	0.22522	0.756	10.3035	0.756	9.90972	0.756	0.393825	0.756	0.393825	0.756	0.472003			0.891	0.00732422	1.869	0.00561523					0.756	0	0.756	0		
0.759	236.615	0.759	231.097	0.759	5.51786	0.759	5.51786	0.759	5.60643	0.777	8.98558	0.774	0.228882	0.759	10.3035	0.759	9.90972	0.759	0.393825	0.759	0.393825	0.759	0.466964			0.894	0.00915527	1.923	0.0020752					0.759	0	0.759	0		
0.762	237.065	0.762	231.551	0.762	5.51355	0.762	5.51355	0.762	5.60643	0.78	8.9143	0.777	0.254517	0.762	10.3035	0.762	9.90972	0.762	0.393825	0.762	0.393825	0.762	0.466964			0.897	0.0109863	1.926	0.00195312					0.762	0	0.762	0		
0.765	237.515	0.765	231.994	0.765	5.52053	0.765	5.52053	0.765	5.59636	0.783	8.99983	0.78	0.236206	0.765	10.3035	0.765	9.90972	0.765	0.393825	0.765	0.393825	0.765	0.477042			0.9	0.00915527	1.929	0					0.765	0	0.765	0		
0.768	237.965	0.768	232.442	0.768	5.52328	0.768	5.52328	0.768	5.61651	0.786	8.99983	0.783	0.221558	0.768	10.3035	0.768	9.90972	0.768	0.393825	0.768	0.393825	0.768	0.472003			0.903	0.00732422	1.938	0.00280762					0.768	0	0.768	0		
0.771	238.415	0.771	232.89	0.771	5.52532	0.771	5.52532	0.771	5.61147	0.789	8.97132	0.786	0.245361	0.771	10.3035	0.771	9.90972	0.771	0.393825	0.771	0.393825	0.771	0.477042			0.906	0.00915527	1.953	0.000488281					0.771	0	0.771	0		
0.774	238.865	0.774	233.338	0.774	5.52736	0.774	5.52736	0.774	5.62155	0.792	9.01409	0.789	0.256348	0.774	10.3035	0.774	9.90972	0.774	0.393825	0.774	0.393825	0.774	0.472003			0.909	0.0109863	1.971	0.00390625					0.774	0	0.774	0		
0.777	239.315	0.777	233.791	0.777	5.52445	0.777	5.52445	0.777	5.60643	0.795	8.88579	0.792	0.217896	0.777	10.3035	0.777	9.90972	0.777	0.393825	0.777	0.393825	0.777	0.472003			0.912	0.0109863	1.995	0.00524902					0.777	0	0.777	0		
0.78	239.765	0.78	234.234	0.78	5.53073	0.78	5.53073	0.78	5.61147	0.798	8.94281	0.795	0.245361	0.78	10.3035	0.78	9.90972	0.78	0.393825	0.78	0.393825	0.78	0.472003			0.915	0.00915527	2.01	0.00219727					0.78	0	0.78	0		
0.783	240.215	0.783	234.682	0.783	5.53278	0.783	5.53278	0.783	5.62659	0.801	8.97132	0.798	0.281982	0.783	10.3035	0.783	9.90972	0.783	0.393825	0.783	0.393825	0.783	0.472003			0.918	0.0128174	2.019	0.000488281					0.783	0	0.783	0		
0.786	240.665	0.786	235.137	0.786	5.52775	0.786	5.52775	0.786	5.61651	0.804	8.95706	0.801	0.199585	0.786	10.3035	0.786	9.90972	0.786	0.393825	0.786	0.393825	0.786	0.466964			0.921	0.0109863	2.028	0.00195312					0.786	0	0.786	0		
0.789	241.115	0.789	235.584	0.789	5.5312	0.789	5.5312	0.789	5.61651	0.807	8.94281	0.804	0.223389	0.789	10.3035	0.789	9.90972	0.789	0.393825	0.789	0.393825	0.789	0.461926			0.924	0.0109863							0.789	0	0.789	0		
0.792	241.565	0.792	236.042	0.792	5.52265	0.792	5.52265	0.792	5.62155	0.81	8.97132	0.807	0.270996	0.792	10.3035	0.792	9.90972	0.792	0.393825	0.792	0.393825	0.792	0.466964			0.927	0.0109863							0.792	0	0.792	0		
0.795	242.015	0.795	236.491	0.795	5.52398	0.795	5.52398	0.795	5.61147	0.813	8.88579	0.81	0.214233	0.795	10.3035	0.795	9.90972	0.795	0.393825	0.795	0.393825	0.795	0.466964			0.93	0.00732422							0.795	0	0.795	0		
0.798	242.465	0.798	236.939	0.798	5.52602	0.798	5.52602	0.798	5.61147	0.816	8.95706	0.813	0.252686	0.798	10.3035	0.798	9.90972	0.798	0.393825	0.798	0.393825	0.798	0.466964			0.933	0.00915527							0.798	0	0.798	0		
0.801	242.915	0.801	237.388	0.801	5.52665	0.801	5.52665	0.801	5.61651	0.819	8.90004	0.816	0.265503	0.801	10.3035	0.801	9.90972	0.801	0.393825	0.801	0.393825	0.801	0.466964			0.936	0.00915527							0.801	0	0.801	0		
0.804	243.365	0.804	237.841	0.804	5.52445	0.804	5.52445	0.804	5.61147	0.822	8.95706	0.819	0.232544	0.804	10.3035	0.804	9.90972	0.804	0.393825	0.804	0.393825	0.804	0.472003			0.939	0.00915527							0.804	0	0.804	0		
0.807	243.815	0.807	238.291	0.807	5.52437	0.807	5.52437	0.807	5.60643	0.825	8.98558	0.822	0.22522	0.807	10.3035	0.807	9.90972	0.807	0.393825	0.807	0.393825	0.807	0.477042			0.942	0.00732422							0.807	0	0.807	0		
0.81	244.265	0.81	238.739	0.81	5.52641	0.81	5.52641	0.81	5.61147	0.828	8.92855	0.825	0.272827	0.81	10.3035	0.81	9.90972	0.81	0.393825	0.81	0.393825	0.81	0.472003			0.945	0.00732422							0.81	0	0.81	0		
0.813	244.715	0.813	239.182	0.813	5.53269	0.813	5.53269	0.813	5.61651	0.831	8.94281	0.828	0.245361	0.813	10.3035	0.813	9.90972	0.813	0.393825	0.813	0.393825	0.813	0.472003			0.948	0.00915527							0.813	0	0.813	0		
0.816	245.165	0.816	239.632	0.816	5.53261	0.816	5.53261	0.816	5.62155	0.834	8.98558	0.831	0.221558	0.816	10.3035	0.816	9.90972	0.816	0.393825	0.816	0.393825	0.816	0.466964			0.951	0.00915527							0.816	0	0.816	0		
0.819	245.615	0.819	240.077	0.819	5.53818	0.819	5.53818	0.819	5.62155	0.837	8.88579	0.834	0.261841	0.819	10.3035	0.819	9.90972	0.819	0.393825	0.819	0.393825	0.819	0.472003			0.954	0.00915527							0.819	0	0.819	0		
0.822	246.065	0.822	240.527	0.822	5.5381	0.822	5.5381	0.822	5.62659	0.84	8.94281	0.837	0.296631	0.822	10.3035	0.822	9.90972	0.822	0.393825	0.822	0.393825	0.822	0.466964			0.957	0.00915527							0.822	0	0.822	0		
0.825	246.515	0.825	240.977	0.825	5.53802	0.825	5.53802	0.825	5.62659	0.843	8.99983	0.84	0.238037	0.825	10.3035	0.825	9.90972	0.825	0.393825	0.825	0.393825	0.825	0.472003			0.96	0.00915527							0.825	0	0.825	0		
0.828	246.965	0.828	241.422	0.828	5.54289	0.828	5.54289	0.828	5.62155	0.846	8.90004	0.843	0.26001	0.828	10.3035	0.828	9.90972	0.828	0.393825	0.828	0.393825	0.828	0.472003			0.963	0.0183105							0.828	0	0.828	0		
0.831	247.415	0.831	241.867	0.831	5.54776	0.831	5.54776	0.831	5.63163	0.849	8.94281	0.846	0.307617	0.831	10.3035	0.831	9.90972	0.831	0.393825	0.831	0.393825	0.831	0.472003			0.966	0.0128174							0.831	0	0.831	0		
0.834	247.865	0.834	242.317	0.834	5.54768	0.834	5.54768	0.834	5.63163	0.852	9.0426	0.849	0.238037	0.834	10.3035	0.834	9.90972	0.834	0.393825	0.834	0.393825	0.834	0.472003			0.969	0.00915527							0.834	0	0.834	0		
0.837	248.315	0.837	242.766	0.837	5.54901	0.837	5.54901	0.837	5.63667	0.855	8.98558	0.852	0.276489	0.837	10.3035	0.837	9.90972	0.837	0.393825	0.837	0.393825	0.837	0.477042			0.972	0.0109863							0.837	0	0.837	0		
0.84	248.765	0.84	243.21	0.84	5.55459	0.84	5.55459	0.84	5.63667	0.858	8.92855	0.855	0.292969	0.84	10.3035	0.84	9.90972	0.84	0.393825	0.84	0.393825	0.84	0.477042			0.975	0.0109863							0.84	0	0.84	0		
0.843	249.215	0.843	243.658	0.843	5.55663	0.843	5.55663	0.843	5.64674	0.861	9.02834	0.858	0.274658	0.843	10.3035	0.843	9.90972	0.843	0.393825	0.843	0.393825	0.843	0.472003			0.978	0.0109863							0.843	0	0.843	0		
0.846	249.665	0.846	244.106	0.846	5.55937	0.846	5.55937	0.846	5.64674	0.864	9.02834	0.861	0.267334	0.846	10.3035	0.846	9.90972	0.846	0.393825	0.846	0.393825	0.846	0.466964			0.981	0.00915527							0.846	0	0.846	0		
0.849	250.115	0.849	244.554	0.849	5.56141	0.849	5.56141	0.849	5.65178	0.867	8.95706	0.864	0.300293	0.849	10.3035	0.849	9.90972	0.849	0.393825	0.849	0.393825	0.849	0.466964			0.984	0.00915527							0.849	0	0.849	0		
0.852	250.565	0.852	245.002	0.852	5.56275	0.852	5.56275	0.852	5.64674	0.87	9.09962	0.867	0.291138	0.852	10.3035	0.852	9.90972	0.852	0.393825	0.852	0.393825	0.852	0.472003			0.987	0.0109863							0.852	0	0.852	0		
0.855	251.015	0.855	245.442	0.855	5.57256	0.855	5.57256	0.855	5.65178	0.873	8.97132	0.87	0.265503	0.855	10.3035	0.855	9.90972	0.855	0.393825	0.855	0.393825	0.855	0.466964			0.99	0.0109863							0.855	0	0.855	0		
0.858	251.465	0.858	245.887	0.858	5.57813	0.858	5.57813	0.858	5.65682	0.876	9.0426	0.873	0.281982	0.858	10.3035	0.858	9.90972	0.858	0.393825	0.858	0.393825	0.858	0.477042			0.993	0.0109863							0.858	0	0.858	0		
0.861	251.915	0.861	246.327	0.861	5.58795	0.861	5.58795	0.861	5.6669	0.879	9.07111	0.876	0.307617	0.861	10.3035	0.861	9.90972	0.861	0.393825	0.861	0.393825	0.861	0.472003			0.996	0.0109863							0.861	0	0.861	0		
0.864	252.365	0.864	246.777	0.864	5.58787	0.864	5.58787	0.864	5.67194	0.882	8.97132	0.879	0.26001	0.864	10.3035	0.864	9.90972	0.864	0.393825	0.864	0.393825	0.864	0.472003			0.999	0.00915527							0.864	0	0.864	0		
0.867	252.815	0.867	247.219	0.867	5.59556	0.867	5.59556	0.867	5.67194	0.885	9.0426	0.882	0.292969	0.867	10.3035	0.867	9.90972	0.867	0.393825	0.867	0.393825	0.867	0.466964			1.002	0.00915527							0.867	0	0.867	0		
