Temps (s) - Tc : consigne T (mm)	R (mm) - Tc : consigne T (mm)	Temps (s) - T : position T (mm)	R (mm) - T : position T (mm)	Temps (s) - e1T : écart 1 T (mm)	R (mm) - e1T : écart 1 T (mm)	Temps (s) - e2T : écart 2 T (mm)	R (mm) - e2T : écart 2 T (mm)	Temps (s) - e3T : écart 3 T (V)	R (mm) - e3T : écart 3 T (V)	Temps (s) - uT : tension moteur T (V)	R (mm) - uT : tension moteur T (V)	Temps (s) - iT : intensité moteur T (A)	R (mm) - iT : intensité moteur T (A)	Temps (s) - Rc : consigne R (°)	R (mm) - Rc : consigne R (°)	Temps (s) - R : position R (°)	R (mm) - R : position R (°)	Temps (s) - e1R : écart 1 R (°)	R (mm) - e1R : écart 1 R (°)	Temps (s) - e2R : écart 2 R (°)	R (mm) - e2R : écart 2 R (°)	Temps (s) - e3R : écart 3 R (V)	R (mm) - e3R : écart 3 R (V)	Temps (s) - uR : tension moteur R (V)	R (mm) - uR : tension moteur R (V)	Temps (s) - iR : intensité moteur R (A)	R (mm) - iR : intensité moteur R (A)	Temps (s) - ar : accel radiale (g)       	R (mm) - ar : accel radiale (g)       	Temps (s) - at : accel tangentielle (g)  	R (mm) - at : accel tangentielle (g)  	Temps (s) - gz : gyro Z (°/s)	R (mm) - gz : gyro Z (°/s)	Temps (s) - formule 1	R (mm) - formule 1	Temps (s) - formule 2	R (mm) - formule 2	Temps (s) - Curseur	R (mm) - Curseur
1.044	278.877	1.044	273.771	1.044	5.10557	1.044	5.10557	1.044	5.37969	1.044	8.62919	1.044	0.144653	1.044	10.2627	1.044	9.15114	1.044	1.11158	1.044	1.11158	1.044	1.19254	1.044	1.31613	1.044	0.0897217	1.044	0.0235596	1.044	-0.00195312	1.044	8.58307	1.044	0	1.044	0		
1.047	279.094	1.047	274.212	1.047	4.88215	1.047	4.88215	1.047	5.1983	1.047	8.24429	1.047	0.12085	1.047	10.2772	1.047	9.18089	1.047	1.09634	1.047	1.09634	1.047	1.18246	1.047	1.30187	1.047	0.0878906	1.047	-0.0671387	1.047	-0.0352783	1.047	8.83484	1.047	0	1.047	0		
1.05	279.267	1.05	274.645	1.05	4.62206	1.05	4.62206	1.05	4.97156	1.05	7.97344	1.05	0.0897217	1.05	10.2887	1.05	9.21097	1.05	1.07775	1.05	1.07775	1.05	1.17238	1.05	1.34464	1.05	0.0805664	1.05	-0.0543213	1.05	0.0751953	1.05	8.63647	1.05	0	1.05	0		
1.053	279.394	1.053	275.061	1.053	4.33307	1.053	4.33307	1.053	4.71458	1.053	7.51726	1.053	-0.0274658	1.053	10.2972	1.053	9.23934	1.053	1.05786	1.053	1.05786	1.053	1.13207	1.053	1.25911	1.053	0.0823975	1.053	-0.16272	1.053	-0.046875	1.053	8.72803	1.053	0	1.053	0		
1.056	279.476	1.056	275.465	1.056	4.01094	1.056	4.01094	1.056	4.42234	1.056	7.06109	1.056	-0.0439453	1.056	10.3027	1.056	9.26806	1.056	1.03461	1.056	1.03461	1.056	1.13207	1.056	1.24485	1.056	0.0714111	1.056	-0.157471	1.056	0.0333252	1.056	8.65173	1.056	0	1.056	0		
1.059	279.513	1.059	275.849	1.059	3.66345	1.059	3.66345	1.059	4.09986	1.059	6.60491	1.059	-0.0750732	1.059	10.3051	1.059	9.29609	1.059	1.00904	1.059	1.00904	1.059	1.10184	1.059	1.2306	1.059	0.0787354	1.059	-0.117187	1.059	0.0308838	1.059	8.62885	1.059	0	1.059	0		
1.062	279.515	1.062	276.215	1.062	3.30042	1.062	3.30042	1.062	3.74716	1.062	6.07746	1.062	-0.153809	1.062	10.3053	1.062	9.3231	1.062	0.982182	1.062	0.982182	1.062	1.08672	1.062	1.18783	1.062	0.0714111	1.062	-0.224365	1.062	-0.100342	1.062	8.71277	1.062	0	1.062	0		
1.065	279.515	1.065	276.557	1.065	2.95845	1.065	2.95845	1.065	3.38437	1.065	5.50724	1.065	-0.203247	1.065	10.3053	1.065	9.35011	1.065	0.955175	1.065	0.955175	1.065	1.06153	1.065	1.13081	1.065	0.0714111	1.065	-0.268066	1.065	0.0175781	1.065	8.56018	1.065	0	1.065	0		
1.068	279.515	1.068	276.872	1.068	2.64261	1.068	2.64261	1.068	3.0367	1.068	4.95128	1.068	-0.230713	1.068	10.3053	1.068	9.37609	1.068	0.929194	1.068	0.929194	1.068	1.0313	1.068	1.13081	1.068	0.0622559	1.068	-0.264404	1.068	0.0145264	1.068	8.56018	1.068	0	1.068	0		
1.071	279.515	1.071	277.167	1.071	2.34798	1.071	2.34798	1.071	2.7243	1.071	4.38106	1.071	-0.205078	1.071	10.3053	1.071	9.40207	1.071	0.903213	1.071	0.903213	1.071	0.996027	1.071	1.07378	1.071	0.0640869	1.071	-0.268066	1.071	0.00201416	1.071	8.43048	1.071	0	1.071	0		
1.074	279.515	1.074	277.436	1.074	2.07878	1.074	2.07878	1.074	2.43206	1.074	3.9819	1.074	-0.192261	1.074	10.3053	1.074	9.42736	1.074	0.877916	1.074	0.877916	1.074	0.975873	1.074	1.04527	1.074	0.065918	1.074	-0.331177	1.074	-0.334961	1.074	8.00323	1.074	0	1.074	0		
1.077	279.515	1.077	277.68	1.077	1.83501	1.077	1.83501	1.077	2.165	1.077	3.56849	1.077	-0.241699	1.077	10.3053	1.077	9.45232	1.077	0.85296	1.077	0.85296	1.077	0.950679	1.077	1.01676	1.077	0.0567627	1.077	-0.410767	1.077	-0.586548	1.077	9.33075	1.077	0	1.077	0		
1.08	279.515	1.08	277.903	1.08	1.61174	1.08	1.61174	1.08	1.92315	1.08	3.15508	1.08	-0.22522	1.08	10.3053	1.08	9.47659	1.08	0.828688	1.08	0.828688	1.08	0.920447	1.08	0.959741	1.08	0.0549316	1.08	-0.200562	1.08	0.439209	1.08	7.83539	1.08	0	1.08	0		
1.083	279.515	1.083	278.099	1.083	1.41602	1.083	1.41602	1.083	1.69641	1.083	2.77019	1.083	-0.20874	1.083	10.3053	1.083	9.50018	1.083	0.8051	1.083	0.8051	1.083	0.875099	1.083	0.945486	1.083	0.0476074	1.083	-0.206543	1.083	0.530396	1.083	7.30133	1.083	0	1.083	0		
1.086	279.515	1.086	278.276	1.086	1.23938	1.086	1.23938	1.086	1.4999	1.086	2.44231	1.086	-0.15564	1.086	10.3053	1.086	9.52308	1.086	0.782196	1.086	0.782196	1.086	0.880137	1.086	0.916975	1.086	0.0457764	1.086	-0.299561	1.086	0.100342	1.086	7.19452	1.086	0	1.086	0		
1.089	279.515	1.089	278.435	1.089	1.0797	1.089	1.0797	1.089	1.32858	1.089	2.21422	1.089	-0.172119	1.089	10.3053	1.089	9.54565	1.089	0.759633	1.089	0.759633	1.089	0.834789	1.089	0.888464	1.089	0.0457764	1.089	-0.305176	1.089	-0.310791	1.089	7.27081	1.089	0	1.089	0		
1.092	279.515	1.092	278.576	1.092	0.939096	1.092	0.939096	1.092	1.16734	1.092	1.95762	1.092	-0.133667	1.092	10.3053	1.092	9.56753	1.092	0.737755	1.092	0.737755	1.092	0.834789	1.092	0.874208	1.092	0.0366211	1.092	-0.259766	1.092	-0.339355	1.092	6.91223	1.092	0	1.092	0		
1.095	279.515	1.095	278.696	1.095	0.81898	1.095	0.81898	1.095	1.02122	1.095	1.644	1.095	-0.0933838	1.095	10.3053	1.095	9.58906	1.095	0.716218	1.095	0.716218	1.095	0.799518	1.095	0.831442	1.095	0.03479	1.095	-0.165161	1.095	-0.185669	1.095	6.5918	1.095	0	1.095	0		
1.098	279.515	1.098	278.798	1.098	0.717235	1.098	0.717235	1.098	0.905331	1.098	1.43017	1.098	-0.0714111	1.098	10.3053	1.098	9.60992	1.098	0.695364	1.098	0.695364	1.098	0.794479	1.098	0.802931	1.098	0.0366211	1.098	-0.119385	1.098	0.0140381	1.098	6.39343	1.098	0	1.098	0		
1.101	279.515	1.101	278.885	1.101	0.629622	1.101	0.629622	1.101	0.804557	1.101	1.27336	1.101	-0.0567627	1.101	10.3053	1.101	9.62974	1.101	0.675537	1.101	0.675537	1.101	0.764247	1.101	0.788675	1.101	0.0292969	1.101	-0.184814	1.101	0.0640869	1.101	5.93567	1.101	0	1.101	0		
1.104	279.515	1.104	278.963	1.104	0.5519	1.104	0.5519	1.104	0.71386	1.104	1.1023	1.104	-0.0421143	1.104	10.3053	1.104	9.64923	1.104	0.656051	1.104	0.656051	1.104	0.723938	1.104	0.703143	1.104	0.0311279	1.104	-0.189087	1.104	0.0300293	1.104	5.76782	1.104	0	1.104	0		
1.107	279.515	1.107	279.027	1.107	0.487603	1.107	0.487603	1.107	0.63828	1.107	0.902719	1.107	-0.03479	1.107	10.3053	1.107	9.66735	1.107	0.637933	1.107	0.637933	1.107	0.723938	1.107	0.703143	1.107	0.0292969	1.107	-0.162964	1.107	-0.038208	1.107	5.2948	1.107	0	1.107	0		
1.11	279.515	1.11	279.08	1.11	0.434611	1.11	0.434611	1.11	0.572777	1.11	0.703143	1.11	-0.0292969	1.11	10.3053	1.11	9.68547	1.11	0.619814	1.11	0.619814	1.11	0.688667	1.11	0.646121	1.11	0.0311279	1.11	-0.122681	1.11	-0.113281	1.11	5.21851	1.11	0	1.11	0		
1.113	279.515	1.113	279.119	1.113	0.396457	1.113	0.396457	1.113	0.52239	1.113	0.48931	1.113	-0.0183105	1.113	10.3053	1.113	9.70222	1.113	0.603063	1.113	0.603063	1.113	0.673551	1.113	0.61761	1.113	0.0256348	1.113	-0.139893	1.113	-0.129517	1.113	4.73022	1.113	0	1.113	0		
1.116	279.515	1.116	279.146	1.116	0.368901	1.116	0.368901	1.116	0.48208	1.116	0.232712	1.116	-0.0146484	1.116	10.3053	1.116	9.71863	1.116	0.586654	1.116	0.586654	1.116	0.663473	1.116	0.589099	1.116	0.0256348	1.116	-0.158325	1.116	-0.106689	1.116	4.4632	1.116	0	1.116	0		
1.119	279.515	1.119	279.162	1.119	0.353357	1.119	0.353357	1.119	0.456887	1.119	-0.0238868	1.119	-0.0183105	1.119	10.3053	1.119	9.73401	1.119	0.571271	1.119	0.571271	1.119	0.63828	1.119	0.560588	1.119	0.0183105	1.119	-0.143799	1.119	-0.0373535	1.119	4.3869	1.119	0	1.119	0		
1.122	279.515	1.122	279.165	1.122	0.349824	1.122	0.349824	1.122	0.441771	1.122	-0.180697	1.122	-0.00366211	1.122	10.3053	1.122	9.74871	1.122	0.556571	1.122	0.556571	1.122	0.628203	1.122	0.532077	1.122	0.0256348	1.122	-0.115479	1.122	-0.00354004	1.122	3.82233	1.122	0	1.122	0		
1.125	279.515	1.125	279.162	1.125	0.35265	1.125	0.35265	1.125	0.436732	1.125	-0.194953	1.125	0.00183105	1.125	10.3053	1.125	9.76238	1.125	0.542897	1.125	0.542897	1.125	0.623164	1.125	0.48931	1.125	0.0274658	1.125	-0.041626	1.125	-0.0200195	1.125	3.48663	1.125	0	1.125	0		
1.128	279.515	1.128	279.16	1.128	0.35477	1.128	0.35477	1.128	0.441771	1.128	-0.166442	1.128	-0.00732422	1.128	10.3053	1.128	9.77537	1.128	0.529906	1.128	0.529906	1.128	0.603009	1.128	0.460799	1.128	0.0292969	1.128	-0.00952148	1.128	-0.0549316	1.128	3.4256	1.128	0	1.128	0		
1.131	279.515	1.131	279.16	1.131	0.355476	1.131	0.355476	1.131	0.446809	1.131	-0.166442	1.131	-0.0128174	1.131	10.3053	1.131	9.78734	1.131	0.517941	1.131	0.517941	1.131	0.603009	1.131	0.432288	1.131	0.0238037	1.131	-0.00537109	1.131	-0.0996094	1.131	3.19672	1.131	0	1.131	0		
1.134	279.515	1.134	279.16	1.134	0.355476	1.134	0.355476	1.134	0.441771	1.134	-0.152186	1.134	-0.00915527	1.134	10.3053	1.134	9.79862	1.134	0.50666	1.134	0.50666	1.134	0.577816	1.134	0.389522	1.134	0.0219727	1.134	0.00158691	1.134	-0.0795898	1.134	2.70081	1.134	0	1.134	0		
1.137	279.515	1.137	279.16	1.137	0.355476	1.137	0.355476	1.137	0.446809	1.137	-0.152186	1.137	-0.0128174	1.137	10.3053	1.137	9.80922	1.137	0.496062	1.137	0.496062	1.137	0.577816	1.137	0.389522	1.137	0.0274658	1.137	0.0150146	1.137	-0.0550537	1.137	2.52533	1.137	0	1.137	0		
1.14	279.515	1.14	279.16	1.14	0.355476	1.14	0.355476	1.14	0.446809	1.14	-0.152186	1.14	-0.00915527	1.14	10.3053	1.14	9.81947	1.14	0.485807	1.14	0.485807	1.14	0.567738	1.14	0.318245	1.14	0.0274658	1.14	0.00463867	1.14	-0.0545654	1.14	2.32697	1.14	0	1.14	0		
1.143	279.515	1.143	279.16	1.143	0.355476	1.143	0.355476	1.143	0.441771	1.143	-0.152186	1.143	-0.00732422	1.143	10.3053	1.143	9.82836	1.143	0.476918	1.143	0.476918	1.143	0.547583	1.143	0.275478	1.143	0.0219727	1.143	-0.0168457	1.143	-0.0592041	1.143	2.01416	1.143	0	1.143	0		
1.146	279.515	1.146	279.16	1.146	0.355476	1.146	0.355476	1.146	0.446809	1.146	-0.152186	1.146	-0.0128174	1.146	10.3053	1.146	9.83657	1.146	0.468714	1.146	0.468714	1.146	0.542545	1.146	0.246967	1.146	0.0238037	1.146	-0.0222168	1.146	-0.0582275	1.146	1.77765	1.146	0	1.146	0		
1.149	279.515	1.149	279.16	1.149	0.355476	1.149	0.355476	1.149	0.441771	1.149	-0.152186	1.149	-0.0128174	1.149	10.3053	1.149	9.84443	1.149	0.460851	1.149	0.460851	1.149	0.532467	1.149	0.204201	1.149	0.0256348	1.149	-0.0178223	1.149	-0.0543213	1.149	1.60217	1.149	0	1.149	0		
1.152	279.515	1.152	279.16	1.152	0.355476	1.152	0.355476	1.152	0.441771	1.152	-0.166442	1.152	-0.0146484	1.152	10.3053	1.152	9.85161	1.152	0.453672	1.152	0.453672	1.152	0.527429	1.152	0.147179	1.152	0.0256348	1.152	-0.0155029	1.152	-0.0611572	1.152	1.20544	1.152	0	1.152	0		
1.155	279.515	1.155	279.16	1.155	0.355476	1.155	0.355476	1.155	0.441771	1.155	-0.152186	1.155	-0.0109863	1.155	10.3053	1.155	9.8581	1.155	0.447177	1.155	0.447177	1.155	0.52239	1.155	0.147179	1.155	0.0238037	1.155	-0.00256348	1.155	-0.0715332	1.155	1.02234	1.155	0	1.155	0		
1.158	279.515	1.158	279.16	1.158	0.355476	1.158	0.355476	1.158	0.446809	1.158	-0.152186	1.158	-0.0109863	1.158	10.3053	1.158	9.86357	1.158	0.441707	1.158	0.441707	1.158	0.527429	1.158	0.104412	1.158	0.0311279	1.158	0.0147705	1.158	-0.0738525	1.158	0.656128	1.158	0	1.158	0		
1.161	279.515	1.161	279.16	1.161	0.355476	1.161	0.355476	1.161	0.441771	1.161	-0.152186	1.161	-0.0109863	1.161	10.3053	1.161	9.86904	1.161	0.436238	1.161	0.436238	1.161	0.512313	1.161	0.090157	1.161	0.0292969	1.161	0.0185547	1.161	-0.0646973	1.161	0.617981	1.161	0	1.161	0		
1.164	279.515	1.164	279.16	1.164	0.355476	1.164	0.355476	1.164	0.446809	1.164	-0.152186	1.164	-0.0128174	1.164	10.3053	1.164	9.87383	1.164	0.431452	1.164	0.431452	1.164	0.502235	1.164	0.104412	1.164	0.032959	1.164	0.00646973	1.164	-0.0441895	1.164	0.312805	1.164	0	1.164	0		
1.167	279.515	1.167	279.16	1.167	0.355476	1.167	0.355476	1.167	0.441771	1.167	-0.152186	1.167	-0.0109863	1.167	10.3053	1.167	9.87793	1.167	0.427349	1.167	0.427349	1.167	0.502235	1.167	0.0188796	1.167	0.0256348	1.167	-0.0032959	1.167	-0.0483398	1.167	0.0610352	1.167	0	1.167	0		
1.17	279.515	1.17	279.16	1.17	0.355476	1.17	0.355476	1.17	0.446809	1.17	-0.152186	1.17	-0.0146484	1.17	10.3053	1.17	9.88169	1.17	0.423589	1.17	0.423589	1.17	0.497196	1.17	0.0473906	1.17	0.0311279	1.17	-0.00927734	1.17	-0.0649414	1.17	-0.328064	1.17	0	1.17	0		
1.173	279.515	1.173	279.16	1.173	0.355476	1.173	0.355476	1.173	0.441771	1.173	-0.152186	1.173	-0.0109863	1.173	10.3053	1.173	9.88477	1.173	0.420512	1.173	0.420512	1.173	0.492158	1.173	0.00462414	1.173	0.0219727	1.173	-0.00280762	1.173	-0.0610352	1.173	-0.595093	1.173	0	1.173	0		
1.176	279.515	1.176	279.16	1.176	0.355476	1.176	0.355476	1.176	0.441771	1.176	-0.166442	1.176	-0.0109863	1.176	10.3053	1.176	9.8875	1.176	0.417777	1.176	0.417777	1.176	0.492158	1.176	0.00462414	1.176	0.0311279	1.176	0.00830078	1.176	-0.055542	1.176	-0.648499	1.176	0	1.176	0		
1.179	279.515	1.179	279.16	1.179	0.355476	1.179	0.355476	1.179	0.446809	1.179	-0.152186	1.179	-0.00915527	1.179	10.3053	1.179	9.8899	1.179	0.415384	1.179	0.415384	1.179	0.487119	1.179	-0.00963134	1.179	0.032959	1.179	0.0155029	1.179	-0.0472412	1.179	-0.999451	1.179	0	1.179	0		
1.182	279.515	1.182	279.16	1.182	0.355476	1.182	0.355476	1.182	0.441771	1.182	-0.152186	1.182	-0.0128174	1.182	10.3053	1.182	9.89161	1.182	0.413675	1.182	0.413675	1.182	0.487119	1.182	-0.0523978	1.182	0.0274658	1.182	0.0206299	1.182	-0.0489502	1.182	-1.27411	1.182	0	1.182	0		
1.185	279.515	1.185	279.16	1.185	0.355476	1.185	0.355476	1.185	0.441771	1.185	-0.152186	1.185	-0.0109863	1.185	10.3053	1.185	9.89297	1.185	0.412308	1.185	0.412308	1.185	0.477042	1.185	-0.0238868	1.185	0.0311279	1.185	0.0126953	1.185	-0.0594482	1.185	-1.52588	1.185	0	1.185	0		
1.188	279.515	1.188	279.16	1.188	0.355476	1.188	0.355476	1.188	0.441771	1.188	-0.152186	1.188	-0.0109863	1.188	10.3053	1.188	9.89366	1.188	0.411624	1.188	0.411624	1.188	0.48208	1.188	-0.0523978	1.188	0.0311279	1.188	-0.000366211	1.188	-0.045166	1.188	-1.64032	1.188	0	1.188	0		
1.191	279.515	1.191	279.16	1.191	0.355476	1.191	0.355476	1.191	0.441771	1.191	-0.152186	1.191	-0.0128174	1.191	10.3053	1.191	9.894	1.191	0.411282	1.191	0.411282	1.191	0.48208	1.191	-0.0951642	1.191	0.0256348	1.191	-0.0100098	1.191	-0.0285645	1.191	-1.65558	1.191	0	1.191	0		
1.194	279.515	1.194	279.16	1.194	0.355476	1.194	0.355476	1.194	0.446809	1.194	-0.152186	1.194	-0.00732422	1.194	10.3053	1.194	9.894	1.194	0.411282	1.194	0.411282	1.194	0.48208	1.194	-0.0809087	1.194	0.0274658	1.194	-0.00964355	1.194	-0.0172119	1.194	-1.85394	1.194	0	1.194	0		
1.197	279.515	1.197	279.16	1.197	0.355476	1.197	0.355476	1.197	0.446809	1.197	-0.152186	1.197	-0.0109863	1.197	10.3053	1.197	9.894	1.197	0.411282	1.197	0.411282	1.197	0.48208	1.197	-0.0666533	1.197	0.0421143	1.197	0	1.197	-0.0177002	1.197	-1.82343	1.197	0	1.197	0		
1.2	279.515	1.2	279.16	1.2	0.355476	1.2	0.355476	1.2	0.446809	1.2	-0.166442	1.2	-0.0109863	1.2	10.3053	1.2	9.894	1.2	0.411282	1.2	0.411282	1.2	0.48208	1.2	-0.0951642	1.2	0.0292969	1.2	0.00634766	1.2	-0.00817871	1.2	-1.7395	1.2	0	1.2	0		
1.203	279.515	1.203	279.16	1.203	0.355476	1.203	0.355476	1.203	0.446809	1.203	-0.152186	1.203	-0.0128174	1.203	10.3053	1.203	9.894	1.203	0.411282	1.203	0.411282	1.203	0.48208	1.203	-0.0523978	1.203	0.0384522	1.203	0.0078125	1.203	-0.00939941	1.203	-1.7395	1.203	0	1.203	0		
1.206	279.515	1.206	279.16	1.206	0.355476	1.206	0.355476	1.206	0.441771	1.206	-0.152186	1.206	-0.0109863	1.206	10.3053	1.206	9.894	1.206	0.411282	1.206	0.411282	1.206	0.487119	1.206	-0.0666533	1.206	0.0421143	1.206	0.0151367	1.206	-0.00390625	1.206	-1.78528	1.206	0	1.206	0		
1.209	279.515	1.209	279.16	1.209	0.355476	1.209	0.355476	1.209	0.441771	1.209	-0.152186	1.209	-0.0109863	1.209	10.3053	1.209	9.894	1.209	0.411282	1.209	0.411282	1.209	0.48208	1.209	-0.0523978	1.209	0.0384522	1.209	0.0159912	1.209	-0.00146484	1.209	-1.70898	1.209	0	1.209	0		
1.212	279.515	1.212	279.16	1.212	0.355476	1.212	0.355476	1.212	0.446809	1.212	-0.152186	1.212	-0.0146484	1.212	10.3053	1.212	9.894	1.212	0.411282	1.212	0.411282	1.212	0.48208	1.212	-0.0951642	1.212	0.0256348	1.212	-0.000854492	1.212	-0.00341797	1.212	-1.53351	1.212	0	1.212	0		
1.215	279.515	1.215	279.16	1.215	0.355476	1.215	0.355476	1.215	0.441771	1.215	-0.152186	1.215	-0.0146484	1.215	10.3053	1.215	9.894	1.215	0.411282	1.215	0.411282	1.215	0.48208	1.215	-0.10942	1.215	0.0274658	1.215	-0.00146484	1.215	-0.00634766	1.215	-1.44958	1.215	0	1.215	0		
1.218	279.515	1.218	279.16	1.218	0.355476	1.218	0.355476	1.218	0.441771	1.218	-0.152186	1.218	-0.0164795	1.218	10.3053	1.218	9.894	1.218	0.411282	1.218	0.411282	1.218	0.477042	1.218	-0.0666533	1.218	0.0311279	1.218	0.00012207	1.218	-0.00610352	1.218	-1.39618	1.218	0	1.218	0		
1.221	279.515	1.221	279.16	1.221	0.355476	1.221	0.355476	1.221	0.441771	1.221	-0.166442	1.221	-0.0128174	1.221	10.3053	1.221	9.894	1.221	0.411282	1.221	0.411282	1.221	0.48208	1.221	-0.10942	1.221	0.0274658	1.221	-0.00012207	1.221	-0.00915527	1.221	-1.41907	1.221	0	1.221	0		
1.224	279.515	1.224	279.16	1.224	0.355476	1.224	0.355476	1.224	0.446809	1.224	-0.152186	1.224	-0.0146484	1.224	10.3053	1.224	9.894	1.224	0.411282	1.224	0.411282	1.224	0.48208	1.224	-0.0523978	1.224	0.0402832	1.224	0.00012207	1.224	-0.0211182	1.224	-1.44958	1.224	0	1.224	0		
1.227	279.515	1.227	279.16	1.227	0.355476	1.227	0.355476	1.227	0.441771	1.227	-0.152186	1.227	-0.0109863	1.227	10.3053	1.227	9.894	1.227	0.411282	1.227	0.411282	1.227	0.477042	1.227	-0.10942	1.227	0.0292969	1.227	-0.00134277	1.227	-0.0266113	1.227	-1.38092	1.227	0	1.227	0		
1.23	279.515	1.23	279.16	1.23	0.355476	1.23	0.355476	1.23	0.441771	1.23	-0.152186	1.23	-0.0109863	1.23	10.3053	1.23	9.894	1.23	0.411282	1.23	0.411282	1.23	0.48208	1.23	-0.0523978	1.23	0.0402832	1.23	-0.00732422	1.23	-0.0258789	1.23	-1.37329	1.23	0	1.23	0		
1.233	279.515	1.233	279.16	1.233	0.355476	1.233	0.355476	1.233	0.446809	1.233	-0.152186	1.233	-0.0109863	1.233	10.3053	1.233	9.894	1.233	0.411282	1.233	0.411282	1.233	0.48208	1.233	-0.0951642	1.233	0.0366211	1.233	-0.00854492	1.233	-0.0202637	1.233	-1.43433	1.233	0	1.233	0		
1.236	279.515	1.236	279.16	1.236	0.355476	1.236	0.355476	1.236	0.441771	1.236	-0.152186	1.236	-0.0109863	1.236	10.3053	1.236	9.894	1.236	0.411282	1.236	0.411282	1.236	0.48208	1.236	-0.0238868	1.236	0.0384522	1.236	-0.0129395	1.236	-0.0150146	1.236	-1.5564	1.236	0	1.236	0		
1.239	279.515	1.239	279.16	1.239	0.355476	1.239	0.355476	1.239	0.446809	1.239	-0.152186	1.239	-0.00915527	1.239	10.3053	1.239	9.894	1.239	0.411282	1.239	0.411282	1.239	0.477042	1.239	-0.10942	1.239	0.0256348	1.239	-0.0106201	1.239	-0.0258789	1.239	-1.57166	1.239	0	1.239	0		
1.242	279.515	1.242	279.16	1.242	0.355476	1.242	0.355476	1.242	0.446809	1.242	-0.152186	1.242	-0.0109863	1.242	10.3053	1.242	9.894	1.242	0.411282	1.242	0.411282	1.242	0.48208	1.242	-0.0523978	1.242	0.0402832	1.242	-0.00537109	1.242	-0.027832	1.242	-1.65558	1.242	0	1.242	0		
1.245	279.515	1.245	279.16	1.245	0.355476	1.245	0.355476	1.245	0.446809	1.245	-0.152186	1.245	-0.0128174	1.245	10.3053	1.245	9.894	1.245	0.411282	1.245	0.411282	1.245	0.48208	1.245	-0.0666533	1.245	0.032959	1.245	-0.00976562	1.245	-0.0200195	1.245	-1.39618	1.245	0	1.245	0		
1.248	279.515	1.248	279.16	1.248	0.355476	1.248	0.355476	1.248	0.441771	1.248	-0.152186	1.248	-0.0146484	1.248	10.3053	1.248	9.894	1.248	0.411282	1.248	0.411282	1.248	0.477042	1.248	-0.0523978	1.248	0.0384522	1.248	-0.00610352	1.248	-0.0134277	1.248	-1.53351	1.248	0	1.248	0		
1.251	279.515	1.251	279.16	1.251	0.355476	1.251	0.355476	1.251	0.441771	1.251	-0.152186	1.251	-0.0109863	1.251	10.3053	1.251	9.894	1.251	0.411282	1.251	0.411282	1.251	0.48208	1.251	-0.0951642	1.251	0.0274658	1.251	-0.00415039	1.251	-0.0168457	1.251	-1.52588	1.251	0	1.251	0		
1.254	279.515	1.254	279.16	1.254	0.355476	1.254	0.355476	1.254	0.441771	1.254	-0.152186	1.254	-0.0128174	1.254	10.3053	1.254	9.894	1.254	0.411282	1.254	0.411282	1.254	0.48208	1.254	-0.0523978	1.254	0.0384522	1.254	-0.0119629	1.254	-0.0178223	1.254	-1.43433	1.254	0	1.254	0		
1.257	279.515	1.257	279.16	1.257	0.355476	1.257	0.355476	1.257	0.451848	1.257	-0.152186	1.257	-0.00732422	1.257	10.3053	1.257	9.894	1.257	0.411282	1.257	0.411282	1.257	0.487119	1.257	-0.0951642	1.257	0.0274658	1.257	-0.015625	1.257	-0.0209961	1.257	-1.37329	1.257	0	1.257	0		
1.26	279.515	1.26	279.16	1.26	0.355476	1.26	0.355476	1.26	0.446809	1.26	-0.152186	1.26	-0.0109863	1.26	10.3053	1.26	9.894	1.26	0.411282	1.26	0.411282	1.26	0.487119	1.26	-0.0666533	1.26	0.0402832	1.26	-0.0119629	1.26	-0.00537109	1.26	-1.37329	1.26	0	1.26	0		
1.263	279.515	1.263	279.16	1.263	0.355476	1.263	0.355476	1.263	0.441771	1.263	-0.152186	1.263	-0.00915527	1.263	10.3053	1.263	9.894	1.263	0.411282	1.263	0.411282	1.263	0.48208	1.263	-0.0951642	1.263	0.0292969	1.263	-0.0112305	1.263	-0.00756836	1.263	-1.25885	1.263	0	1.263	0		
1.266	279.515	1.266	279.16	1.266	0.355476	1.266	0.355476	1.266	0.446809	1.266	-0.152186	1.266	-0.00732422	1.266	10.3053	1.266	9.894	1.266	0.411282	1.266	0.411282	1.266	0.48208	1.266	-0.0523978	1.266	0.0402832	1.266	-0.00244141	1.266	-0.0144043	1.266	-1.31226	1.266	0	1.266	0		
1.269	279.515	1.269	279.16	1.269	0.355476	1.269	0.355476	1.269	0.446809	1.269	-0.152186	1.269	-0.0109863	1.269	10.3053	1.269	9.894	1.269	0.411282	1.269	0.411282	1.269	0.477042	1.269	-0.0666533	1.269	0.0421143	1.269	0.00354004	1.269	-0.0196533	1.269	-1.39618	1.269	0	1.269	0		
1.272	279.515	1.272	279.16	1.272	0.355476	1.272	0.355476	1.272	0.441771	1.272	-0.152186	1.272	-0.0146484	1.272	10.3053	1.272	9.894	1.272	0.411282	1.272	0.411282	1.272	0.48208	1.272	-0.0523978	1.272	0.032959	1.272	-0.00305176	1.272	-0.0164795	1.272	-1.28937	1.272	0	1.272	0		
